Timestamp,PM2.5,PM10,tvoc,eCO2_sgp,rawMQ135,MiCs-2714 Approx ppm value,Temperature (AHT-10),Humidity % (AHT10),Activity
2025-09-26 13:22:18,32.29,43.83,55,551,2981,0.88,26.99,79.83,Light Work
2025-09-26 13:22:23,32.47,40.87,54,555,2974,0.91,27.28,79.57,Light Work
2025-09-26 13:22:28,31.52,41.45,46,529,2901,0.94,27.01,78.11,Light Work
2025-09-26 13:22:33,29.59,44.25,54,541,2913,0.84,27.37,79.05,Light Work
2025-09-26 13:22:38,31.02,39.38,64,563,2856,0.88,27.22,78.31,Light Work
2025-09-26 13:22:43,31.12,41.93,63,562,2849,0.60,27.31,80.12,Light Work
2025-09-26 13:22:48,30.10,41.99,72,549,2893,0.84,27.17,79.49,Light Work
2025-09-26 13:22:53,28.97,40.02,61,562,2900,0.92,27.08,79.07,Light Work
2025-09-26 13:22:58,29.53,39.72,72,542,2886,0.62,27.05,78.14,Light Work
2025-09-26 13:23:03,30.09,37.47,74,553,2880,0.84,27.13,79.17,Light Work
2025-09-26 13:23:08,28.11,37.90,76,553,2894,0.71,26.92,78.79,Light Work
2025-09-26 13:23:13,27.67,40.98,75,558,2813,0.79,26.78,78.59,Light Work
2025-09-26 13:23:18,28.52,41.14,60,583,2886,0.72,27.13,78.47,Light Work
2025-09-26 13:23:23,27.53,36.32,65,567,2881,0.82,27.06,77.77,Light Work
2025-09-26 13:23:28,28.29,35.89,68,582,2827,0.60,26.97,79.35,Light Work
2025-09-26 13:23:33,29.12,39.12,59,581,2845,0.77,26.83,78.44,Light Work
2025-09-26 13:23:38,28.99,39.13,68,577,2837,1.02,26.95,77.48,Light Work
2025-09-26 13:23:43,26.46,36.50,69,591,2779,1.03,26.83,78.15,Light Work
2025-09-26 13:23:48,26.30,37.40,68,590,2780,0.69,26.66,79.41,Light Work
2025-09-26 13:23:53,26.28,35.55,83,626,2816,1.00,26.93,79.31,Light Work
2025-09-26 13:23:58,27.17,36.18,80,623,2784,0.86,26.73,79.52,Light Work
2025-09-26 13:24:03,26.03,38.93,83,597,2820,1.00,26.91,79.42,Light Work
2025-09-26 13:24:08,27.08,34.06,85,602,2819,0.68,26.61,77.42,Light Work
2025-09-26 13:24:13,27.74,36.21,65,625,2737,0.67,26.79,78.37,Light Work
2025-09-26 13:24:18,26.57,37.15,67,629,2749,0.69,26.70,78.71,Light Work
2025-09-26 13:24:23,26.99,37.61,66,594,2769,0.57,26.83,78.52,Light Work
2025-09-26 13:24:28,25.95,33.88,73,644,2747,0.95,26.52,78.38,Light Work
2025-09-26 13:24:33,25.92,32.91,81,624,2721,1.06,26.90,78.16,Light Work
2025-09-26 13:24:38,26.59,34.04,75,618,2780,0.98,26.69,77.24,Light Work
2025-09-26 13:24:43,25.95,36.44,67,642,2780,1.03,26.49,77.60,Light Work
2025-09-26 13:24:48,26.39,33.51,68,606,2709,0.96,26.51,79.55,Light Work
2025-09-26 13:24:53,26.04,36.17,89,643,2772,0.81,26.63,77.25,Light Work
2025-09-26 13:24:58,24.75,31.50,71,644,2704,0.92,26.60,77.14,Light Work
2025-09-26 13:25:03,24.26,31.63,76,656,2747,0.88,26.74,77.27,Light Work
2025-09-26 13:25:08,24.88,33.30,76,648,2730,0.69,26.69,78.67,Light Work
2025-09-26 13:25:13,23.50,30.98,75,633,2708,0.78,26.62,78.89,Light Work
2025-09-26 13:25:18,24.98,31.12,77,625,2759,0.74,26.81,78.89,Light Work
2025-09-26 13:25:23,24.03,32.88,79,636,2709,0.95,26.78,79.39,Light Work
2025-09-26 13:25:28,25.26,30.55,81,636,2711,0.94,26.46,77.58,Light Work
2025-09-26 13:25:33,23.86,34.82,82,640,2724,0.61,26.45,77.19,Light Work
2025-09-26 13:25:38,23.86,30.16,77,664,2740,0.88,26.54,78.24,Light Work
2025-09-26 13:25:43,25.30,33.46,97,654,2708,0.65,26.72,77.58,Light Work
2025-09-26 13:25:48,24.10,32.05,76,659,2682,0.65,26.65,77.12,Light Work
2025-09-26 13:25:53,24.79,30.51,90,645,2671,0.67,26.67,79.14,Light Work
2025-09-26 13:25:58,23.89,33.89,98,663,2647,0.93,26.72,78.67,Light Work
2025-09-26 13:26:03,23.93,33.80,96,673,2713,1.07,26.28,77.55,Light Work
2025-09-26 13:26:08,23.02,30.40,76,680,2644,0.70,26.66,77.22,Light Work
2025-09-26 13:26:13,23.58,33.86,81,649,2701,0.71,26.31,77.84,Light Work
2025-09-26 13:26:18,24.14,30.59,86,678,2672,1.02,26.34,77.60,Light Work
2025-09-26 13:26:23,23.84,28.99,89,682,2675,0.86,26.46,77.38,Light Work
2025-09-26 13:26:28,23.48,31.71,79,685,2697,0.68,26.59,77.49,Light Work
2025-09-26 13:26:33,24.24,32.70,95,665,2643,0.71,26.36,77.26,Light Work
2025-09-26 13:26:38,24.37,28.33,95,690,2672,1.01,26.25,78.06,Light Work
2025-09-26 13:26:43,24.25,31.85,101,688,2713,0.83,26.54,76.91,Light Work
2025-09-26 13:26:48,22.88,28.59,82,683,2675,0.69,26.43,78.87,Light Work
2025-09-26 13:26:53,23.73,29.79,89,687,2651,0.78,26.32,77.20,Light Work
2025-09-26 13:26:58,23.48,28.59,85,689,2686,0.82,26.22,78.51,Light Work
2025-09-26 13:27:03,23.66,30.30,102,702,2642,1.10,26.16,76.80,Light Work
2025-09-26 13:27:08,23.07,30.56,80,687,2639,0.82,26.40,78.40,Light Work
2025-09-26 13:27:13,23.54,29.60,85,707,2658,0.91,26.52,77.02,Light Work
2025-09-26 13:27:18,21.57,28.42,90,668,2688,0.99,26.12,77.50,Light Work
2025-09-26 13:27:23,23.00,31.74,91,669,2669,0.66,26.51,77.87,Light Work
2025-09-26 13:27:28,21.98,28.51,83,694,2608,0.82,26.28,77.48,Light Work
2025-09-26 13:27:33,20.99,29.35,101,686,2628,0.79,26.31,78.73,Light Work
2025-09-26 13:27:38,21.09,29.85,98,706,2630,0.92,26.47,78.62,Light Work
2025-09-26 13:27:43,21.50,28.84,83,687,2649,0.88,26.57,77.78,Light Work
2025-09-26 13:27:48,21.21,26.76,107,703,2657,0.96,26.55,77.26,Light Work
2025-09-26 13:27:53,22.58,28.45,101,717,2668,0.87,26.23,78.64,Light Work
2025-09-26 13:27:58,22.41,28.81,97,701,2604,0.89,26.16,79.07,Light Work
2025-09-26 13:28:03,22.12,27.63,108,685,2598,0.91,26.47,78.38,Light Work
2025-09-26 13:28:08,20.53,28.45,85,675,2585,1.09,26.39,78.88,Light Work
2025-09-26 13:28:13,22.49,28.04,98,696,2618,1.17,26.52,79.13,Light Work
2025-09-26 13:28:18,21.70,26.75,107,705,2596,0.80,26.34,76.95,Light Work
2025-09-26 13:28:23,22.29,30.12,109,706,2595,1.13,26.29,77.63,Light Work
2025-09-26 13:28:28,20.45,27.30,86,697,2573,0.86,26.51,78.34,Light Work
2025-09-26 13:28:33,21.57,26.02,104,690,2579,0.76,26.41,76.75,Light Work
2025-09-26 13:28:38,21.60,30.36,109,704,2651,0.96,26.27,77.42,Light Work
2025-09-26 13:28:43,22.06,29.03,93,717,2608,0.90,26.13,77.30,Light Work
2025-09-26 13:28:48,21.32,27.96,107,693,2615,0.71,26.03,77.13,Light Work
2025-09-26 13:28:53,21.01,28.84,87,684,2588,1.06,26.50,78.51,Light Work
2025-09-26 13:28:58,21.13,29.01,98,708,2604,0.75,26.34,78.07,Light Work
2025-09-26 13:29:03,21.66,26.84,93,730,2614,1.01,26.00,78.32,Light Work
2025-09-26 13:29:08,20.11,29.56,109,708,2634,0.91,26.16,77.42,Light Work
2025-09-26 13:29:13,21.39,27.83,89,729,2589,1.16,26.35,77.99,Light Work
2025-09-26 13:29:18,21.39,25.01,108,722,2577,1.00,26.11,76.77,Light Work
2025-09-26 13:29:23,20.50,26.85,100,734,2573,0.88,26.02,77.08,Light Work
2025-09-26 13:29:28,21.05,24.96,91,710,2601,0.77,26.02,78.54,Light Work
2025-09-26 13:29:33,19.47,26.99,96,732,2614,0.74,26.26,78.17,Light Work
2025-09-26 13:29:38,20.49,26.62,112,688,2568,0.91,25.96,78.90,Light Work
2025-09-26 13:29:43,21.63,25.21,112,691,2623,0.82,26.35,78.62,Light Work
2025-09-26 13:29:48,20.74,29.14,104,734,2579,1.12,26.42,77.98,Light Work
2025-09-26 13:29:53,20.73,24.83,106,731,2564,1.02,26.11,76.59,Light Work
2025-09-26 13:29:58,20.04,28.44,92,704,2547,1.04,26.29,77.65,Light Work
2025-09-26 13:30:03,19.14,28.13,104,724,2624,0.72,26.28,77.73,Light Work
2025-09-26 13:30:08,20.65,28.78,94,698,2569,0.87,26.19,78.34,Light Work
2025-09-26 13:30:13,20.14,27.45,93,730,2586,0.84,26.07,78.58,Light Work
2025-09-26 13:30:18,19.03,26.30,99,731,2612,1.02,26.30,78.07,Light Work
2025-09-26 13:30:23,21.16,27.88,96,741,2618,1.13,25.97,78.78,Light Work
2025-09-26 13:30:28,20.90,27.91,98,722,2563,0.88,26.35,76.53,Light Work
2025-09-26 13:30:33,20.83,25.04,94,709,2622,0.78,26.36,76.51,Light Work
2025-09-26 13:30:38,19.41,25.96,106,736,2557,0.80,26.37,78.75,Light Work
2025-09-26 13:30:43,18.78,26.93,101,735,2597,0.93,26.10,77.39,Light Work
2025-09-26 13:30:48,19.04,28.83,92,700,2616,0.75,26.22,78.33,Light Work
2025-09-26 13:30:53,18.62,26.51,96,705,2620,0.76,25.99,77.39,Light Work
2025-09-26 13:30:58,19.50,25.98,103,703,2523,1.17,26.22,77.48,Light Work
2025-09-26 13:31:03,20.76,24.36,101,706,2566,0.76,25.90,77.08,Light Work
2025-09-26 13:31:08,19.63,25.89,112,734,2589,1.18,25.97,77.39,Light Work
2025-09-26 13:31:13,19.15,24.55,91,743,2529,0.96,25.92,78.08,Light Work
2025-09-26 13:31:18,19.23,23.99,106,713,2563,1.09,26.16,78.42,Light Work
2025-09-26 13:31:23,19.15,28.40,100,702,2533,0.99,26.27,77.52,Light Work
2025-09-26 13:31:28,18.41,23.94,95,725,2555,1.14,26.12,77.15,Light Work
2025-09-26 13:31:33,19.63,27.29,100,748,2562,1.21,25.94,78.15,Light Work
2025-09-26 13:31:38,18.88,28.31,106,740,2594,0.72,25.98,78.48,Light Work
2025-09-26 13:31:43,20.32,27.56,92,719,2576,1.09,26.29,76.48,Light Work
2025-09-26 13:31:48,20.58,24.10,105,720,2530,0.90,26.16,77.87,Light Work
2025-09-26 13:31:53,19.78,27.84,117,703,2529,0.81,26.16,77.85,Light Work
2025-09-26 13:31:58,19.32,26.56,116,752,2571,1.13,26.28,78.64,Light Work
2025-09-26 13:32:03,19.39,27.99,113,740,2532,1.05,26.28,76.61,Light Work
2025-09-26 13:32:08,18.86,23.61,117,743,2586,0.81,25.90,77.97,Light Work
2025-09-26 13:32:13,19.14,23.52,111,723,2584,1.16,26.11,78.65,Light Work
2025-09-26 13:32:18,19.80,25.19,109,732,2602,1.10,26.19,78.52,Light Work
2025-09-26 13:32:23,20.02,26.21,104,753,2547,0.81,26.10,78.38,Light Work
2025-09-26 13:32:28,20.32,25.08,95,748,2552,0.76,26.26,77.57,Light Work
2025-09-26 13:32:33,19.64,25.99,116,723,2558,1.03,25.96,76.54,Light Work
2025-09-26 13:32:38,19.80,26.10,106,723,2557,0.82,26.09,77.77,Light Work
2025-09-26 13:32:43,20.44,26.67,111,742,2589,0.85,26.09,78.43,Light Work
2025-09-26 13:32:48,20.00,24.32,101,715,2543,0.74,26.14,77.01,Light Work
2025-09-26 13:32:53,20.36,25.32,111,710,2557,1.20,26.05,77.06,Light Work
2025-09-26 13:32:58,19.50,26.76,108,730,2544,1.15,26.27,76.93,Light Work
2025-09-26 13:33:03,18.31,25.48,118,726,2565,1.22,25.97,77.91,Light Work
2025-09-26 13:33:08,18.99,23.79,109,731,2582,0.81,25.99,78.63,Light Work
2025-09-26 13:33:13,19.56,24.96,96,711,2569,0.76,26.13,77.93,Light Work
2025-09-26 13:33:18,19.38,23.09,94,713,2560,0.96,26.16,77.12,Light Work
2025-09-26 13:33:23,18.98,24.42,117,730,2502,0.73,25.91,77.60,Light Work
2025-09-26 13:33:28,19.15,23.97,114,749,2508,1.12,25.98,77.84,Light Work
2025-09-26 13:33:33,18.57,25.05,117,716,2518,0.83,26.20,78.04,Light Work
2025-09-26 13:33:38,18.25,27.48,95,723,2509,0.96,26.01,78.56,Light Work
2025-09-26 13:33:43,18.41,27.47,116,748,2586,1.11,26.33,78.68,Light Work
2025-09-26 13:33:48,17.96,22.94,119,721,2505,0.95,25.99,78.38,Light Work
2025-09-26 13:33:53,18.41,25.45,106,750,2512,0.83,25.92,76.38,Light Work
2025-09-26 13:33:58,19.39,23.68,104,739,2508,1.13,26.16,77.22,Light Work
2025-09-26 13:34:03,19.02,27.12,98,744,2551,0.93,26.15,78.64,Light Work
2025-09-26 13:34:08,18.63,26.07,110,747,2516,1.12,25.87,76.86,Light Work
2025-09-26 13:34:13,20.17,24.24,114,745,2577,0.83,25.98,77.63,Light Work
2025-09-26 13:34:18,19.57,24.70,97,716,2511,1.22,26.07,78.03,Light Work
2025-09-26 13:34:23,17.76,25.86,111,748,2513,0.78,25.98,78.33,Light Work
2025-09-26 13:34:28,18.97,24.94,104,725,2538,1.12,25.83,78.16,Light Work
2025-09-26 13:34:33,18.38,27.35,117,746,2564,1.23,25.89,77.10,Light Work
2025-09-26 13:34:38,17.86,27.05,115,761,2506,1.13,26.26,78.46,Light Work
2025-09-26 13:34:43,18.34,23.70,117,733,2491,1.18,25.97,77.97,Light Work
2025-09-26 13:34:48,18.23,25.81,113,747,2530,1.11,25.94,76.53,Light Work
2025-09-26 13:34:53,17.64,24.73,117,714,2507,0.78,25.90,76.43,Light Work
2025-09-26 13:34:58,17.98,24.33,100,739,2573,1.11,25.94,78.22,Light Work
2025-09-26 13:35:03,17.98,23.44,107,738,2547,0.97,26.27,77.35,Light Work
2025-09-26 13:35:08,19.06,25.18,105,735,2582,0.74,26.15,77.50,Light Work
2025-09-26 13:35:13,18.19,25.40,96,760,2556,0.91,26.03,76.81,Light Work
2025-09-26 13:35:18,19.27,23.12,103,741,2502,0.79,26.27,78.03,Light Work
2025-09-26 13:35:23,19.12,25.38,98,736,2574,1.17,25.93,78.13,Light Work
2025-09-26 13:35:28,18.44,25.23,115,759,2579,1.19,26.23,77.06,Light Work
2025-09-26 13:35:33,18.51,24.11,117,718,2566,1.18,25.87,76.82,Light Work
2025-09-26 13:35:38,19.20,23.13,118,719,2518,1.18,26.30,77.69,Light Work
2025-09-26 13:35:43,19.66,24.50,98,719,2586,0.75,26.29,76.74,Light Work
2025-09-26 13:35:48,19.14,23.35,111,720,2522,0.78,26.08,77.82,Light Work
2025-09-26 13:35:53,18.41,25.46,101,721,2584,1.02,26.23,78.48,Light Work
2025-09-26 13:35:58,17.54,23.46,119,740,2523,0.94,26.16,77.56,Light Work
2025-09-26 13:36:03,19.69,22.58,113,742,2580,1.20,25.81,77.67,Light Work
2025-09-26 13:36:08,19.62,26.95,118,757,2543,0.81,26.26,78.68,Light Work
2025-09-26 13:36:13,18.55,25.05,118,735,2498,0.79,25.81,78.51,Light Work
2025-09-26 13:36:18,17.91,25.08,120,722,2537,1.03,26.06,76.39,Light Work
2025-09-26 13:36:23,17.80,25.65,110,722,2505,1.12,26.24,78.77,Light Work
2025-09-26 13:36:28,18.79,25.10,115,765,2526,1.23,25.98,76.88,Light Work
2025-09-26 13:36:33,19.78,24.85,113,752,2520,1.05,25.80,78.35,Light Work
2025-09-26 13:36:38,18.72,22.83,104,763,2547,1.02,25.93,78.24,Light Work
2025-09-26 13:36:43,19.21,25.86,118,746,2508,0.82,26.20,78.67,Light Work
2025-09-26 13:36:48,17.41,25.30,97,738,2560,0.79,25.79,77.87,Light Work
2025-09-26 13:36:53,18.37,25.54,115,763,2561,0.87,26.28,77.93,Light Work
2025-09-26 13:36:58,19.69,25.09,97,744,2524,1.12,26.07,78.46,Light Work
2025-09-26 13:37:03,18.84,23.32,110,765,2572,0.85,26.23,78.24,Light Work
2025-09-26 13:37:08,18.57,26.38,102,721,2498,1.19,26.09,78.17,Light Work
2025-09-26 13:37:13,18.33,25.70,108,729,2569,0.95,25.81,76.65,Light Work
2025-09-26 13:37:18,17.40,24.38,100,725,2497,1.09,25.89,78.18,Light Work
2025-09-26 13:37:23,19.08,26.97,110,732,2562,0.88,26.11,78.02,Light Work
2025-09-26 13:37:28,18.84,23.04,105,732,2498,0.80,25.80,77.53,Light Work
2025-09-26 13:37:33,18.15,23.90,117,732,2571,0.93,25.95,78.46,Light Work
2025-09-26 13:37:38,17.94,23.59,101,724,2496,0.75,26.21,78.29,Light Work
2025-09-26 13:37:43,18.81,23.70,119,732,2573,0.97,26.25,78.64,Light Work
2025-09-26 13:37:48,18.98,26.03,107,725,2485,0.98,26.26,78.73,Light Work
2025-09-26 13:37:53,19.19,24.39,116,729,2496,1.20,26.27,76.96,Light Work
2025-09-26 13:37:58,19.35,24.04,120,736,2545,1.16,25.96,78.46,Light Work
2025-09-26 13:38:03,17.22,22.25,101,736,2484,0.76,26.04,78.65,Light Work
2025-09-26 13:38:08,17.93,26.88,115,741,2536,0.75,25.87,77.26,Light Work
2025-09-26 13:38:13,18.08,25.19,110,763,2490,0.79,26.03,76.72,Light Work
2025-09-26 13:38:18,18.58,26.76,111,746,2513,0.77,26.24,77.46,Light Work
2025-09-26 13:38:23,19.11,26.08,106,735,2555,0.75,25.81,76.90,Light Work
2025-09-26 13:38:28,19.48,22.30,106,764,2513,0.95,26.13,78.05,Light Work
2025-09-26 13:38:33,18.55,26.30,119,726,2543,1.12,26.02,76.93,Light Work
2025-09-26 13:38:38,19.59,24.99,112,740,2559,0.90,25.79,78.77,Light Work
2025-09-26 13:38:43,18.78,25.61,99,746,2577,0.82,25.78,77.00,Light Work
2025-09-26 13:38:48,17.50,24.90,115,733,2544,1.17,26.20,76.33,Light Work
2025-09-26 13:38:53,19.29,26.44,113,742,2493,1.00,25.94,77.23,Light Work
2025-09-26 13:38:58,19.24,26.54,110,760,2531,0.98,25.92,77.77,Light Work
2025-09-26 13:39:03,18.73,22.52,115,767,2528,0.85,26.08,77.80,Light Work
2025-09-26 13:39:08,18.17,25.95,98,758,2534,0.86,26.11,76.39,Light Work
2025-09-26 13:39:13,18.09,25.58,117,740,2507,1.13,26.12,76.69,Light Work
2025-09-26 13:39:18,17.30,23.23,102,762,2574,1.22,26.14,77.11,Light Work
2025-09-26 13:39:23,17.88,24.10,101,740,2533,1.10,25.79,76.89,Light Work
2025-09-26 13:39:28,17.11,26.20,98,730,2483,1.01,26.23,77.22,Light Work
2025-09-26 13:39:33,17.99,22.46,99,766,2497,1.09,25.79,78.53,Light Work
2025-09-26 13:39:38,17.84,23.05,104,740,2560,0.92,26.10,78.36,Light Work
2025-09-26 13:39:43,18.45,22.91,119,763,2491,1.03,26.18,77.34,Light Work
2025-09-26 13:39:48,19.14,23.04,119,741,2563,1.01,26.20,76.36,Light Work
2025-09-26 13:39:53,18.74,25.79,114,759,2516,0.76,25.93,78.49,Light Work
2025-09-26 13:39:58,17.02,22.86,99,756,2574,0.81,26.04,77.77,Light Work
2025-09-26 13:40:03,17.99,22.46,113,768,2524,1.12,26.08,78.25,Light Work
2025-09-26 13:40:08,19.42,22.14,105,731,2534,1.03,25.83,76.68,Light Work
2025-09-26 13:40:13,17.35,22.94,111,743,2558,0.92,26.12,78.15,Light Work
2025-09-26 13:40:18,17.42,24.24,122,743,2565,0.95,26.21,77.07,Light Work
2025-09-26 13:40:23,17.49,26.47,108,721,2538,1.17,25.95,76.51,Light Work
2025-09-26 13:40:28,18.12,25.38,114,750,2514,0.94,26.21,77.03,Light Work
2025-09-26 13:40:33,18.28,22.28,107,743,2526,1.23,25.78,77.98,Light Work
2025-09-26 13:40:38,18.26,24.07,101,728,2551,0.96,26.00,78.00,Light Work
2025-09-26 13:40:43,18.73,22.87,110,737,2483,0.88,26.21,78.66,Light Work
2025-09-26 13:40:48,18.78,26.16,121,765,2550,1.09,25.92,77.73,Light Work
2025-09-26 13:40:53,18.60,24.95,116,755,2567,0.77,26.26,78.35,Light Work
2025-09-26 13:40:58,18.09,23.38,115,764,2560,1.00,25.92,78.65,Light Work
2025-09-26 13:41:03,17.64,23.16,117,756,2495,0.82,26.11,78.27,Light Work
2025-09-26 13:41:08,18.84,23.06,106,727,2496,1.02,26.04,77.47,Light Work
2025-09-26 13:41:13,17.25,26.77,114,753,2568,0.91,25.79,76.46,Light Work
2025-09-26 13:41:18,17.09,24.02,102,742,2515,1.11,25.77,77.36,Light Work
2025-09-26 13:41:23,18.74,26.31,98,723,2557,0.88,26.12,76.94,Light Work
2025-09-26 13:41:28,18.20,24.68,105,750,2544,0.86,25.80,78.53,Light Work
2025-09-26 13:41:33,18.45,22.13,98,745,2474,0.78,25.98,78.72,Light Work
2025-09-26 13:41:38,17.15,22.48,121,755,2569,1.10,26.13,77.45,Light Work
2025-09-26 13:41:43,18.37,23.80,104,753,2521,1.24,25.78,76.36,Light Work
2025-09-26 13:41:48,17.74,26.37,101,737,2480,1.20,25.88,77.48,Light Work
2025-09-26 13:41:53,18.25,23.30,121,769,2488,1.15,26.21,78.13,Light Work
2025-09-26 13:41:58,17.46,26.23,115,769,2477,1.00,25.78,77.41,Light Work
2025-09-26 13:42:03,18.32,26.17,116,765,2544,0.92,25.79,76.75,Light Work
2025-09-26 13:42:08,17.58,25.56,101,741,2513,1.23,25.90,76.32,Light Work
2025-09-26 13:42:13,18.05,23.14,98,745,2562,1.08,25.97,77.66,Light Work
2025-09-26 13:42:18,17.92,23.02,102,755,2509,1.15,26.11,77.70,Light Work
2025-09-26 13:42:23,17.78,26.43,103,767,2480,1.09,26.08,77.38,Light Work
2025-09-26 13:42:28,17.32,26.47,121,754,2485,0.81,26.21,77.79,Light Work
2025-09-26 13:42:33,17.34,25.35,114,730,2566,0.75,26.11,78.22,Light Work
2025-09-26 13:42:38,17.22,24.61,106,733,2527,0.78,26.05,77.52,Light Work
2025-09-26 13:42:43,16.94,22.78,97,745,2555,1.13,25.86,76.97,Light Work
2025-09-26 13:42:48,18.50,23.42,112,762,2513,1.04,25.83,77.84,Light Work
2025-09-26 13:42:53,18.23,25.79,114,725,2551,0.82,25.97,78.03,Light Work
2025-09-26 13:42:58,17.65,24.78,103,726,2531,1.08,25.89,77.74,Light Work
2025-09-26 13:43:03,16.96,25.14,111,732,2536,1.23,25.78,76.70,Light Work
2025-09-26 13:43:08,17.38,23.36,104,748,2483,0.88,25.97,77.62,Light Work
2025-09-26 13:43:13,19.32,25.64,98,740,2527,1.11,26.05,77.77,Light Work
2025-09-26 13:43:18,18.70,24.59,119,752,2543,0.99,26.06,78.28,Light Work
2025-09-26 13:43:23,19.22,22.35,99,737,2494,0.80,26.05,76.73,Light Work
2025-09-26 13:43:28,18.31,22.99,109,751,2474,1.22,26.10,78.34,Light Work
2025-09-26 13:43:33,18.74,22.75,98,746,2490,1.05,26.24,78.68,Light Work
2025-09-26 13:43:38,17.75,26.10,101,738,2557,1.00,25.91,78.54,Light Work
2025-09-26 13:43:43,17.40,22.53,98,752,2568,0.92,25.84,77.94,Light Work
2025-09-26 13:43:48,19.05,26.15,104,762,2541,0.94,25.93,76.73,Light Work
2025-09-26 13:43:53,18.16,26.53,115,744,2524,1.22,26.18,78.14,Light Work
2025-09-26 13:43:58,18.30,23.39,107,756,2520,0.88,26.14,77.94,Light Work
2025-09-26 13:44:03,17.95,23.13,109,760,2520,1.23,26.03,76.46,Light Work
2025-09-26 13:44:08,16.99,23.81,120,767,2521,1.18,25.94,78.68,Light Work
2025-09-26 13:44:13,18.32,21.80,120,753,2477,0.86,26.06,76.65,Light Work
2025-09-26 13:44:18,18.45,21.78,107,733,2520,0.86,25.93,77.81,Light Work
2025-09-26 13:44:23,17.48,25.58,115,754,2535,0.78,25.78,77.09,Light Work
2025-09-26 13:44:28,18.06,24.21,115,738,2481,0.78,25.77,76.84,Light Work
2025-09-26 13:44:33,17.14,23.57,115,763,2522,0.98,25.94,77.65,Light Work
2025-09-26 13:44:38,18.89,24.39,108,734,2568,0.85,25.93,78.02,Light Work
2025-09-26 13:44:43,18.71,23.99,104,753,2496,0.79,25.84,77.59,Light Work
2025-09-26 13:44:48,18.00,26.24,109,737,2481,1.14,26.13,78.36,Light Work
2025-09-26 13:44:53,17.74,26.12,112,762,2542,0.88,25.97,77.39,Light Work
2025-09-26 13:44:58,19.02,21.85,106,755,2553,0.77,26.02,77.68,Light Work
2025-09-26 13:45:03,18.63,24.93,99,725,2472,0.82,26.22,78.21,Light Work
2025-09-26 13:45:08,17.51,24.94,102,727,2500,1.18,25.88,77.00,Light Work
2025-09-26 13:45:13,17.91,23.70,107,744,2497,1.15,26.15,77.47,Light Work
2025-09-26 13:45:18,17.60,22.04,116,726,2562,1.12,26.08,78.23,Light Work
2025-09-26 13:45:23,18.08,22.16,111,752,2548,1.09,26.18,76.62,Light Work
2025-09-26 13:45:28,17.34,25.95,115,759,2493,1.22,25.80,77.62,Light Work
2025-09-26 13:45:33,19.07,23.10,108,751,2542,1.11,26.07,76.91,Light Work
2025-09-26 13:45:38,17.27,22.69,108,734,2489,0.86,25.99,76.97,Light Work
2025-09-26 13:45:43,19.05,22.72,120,747,2519,0.89,25.85,78.40,Light Work
2025-09-26 13:45:48,18.26,24.27,120,765,2480,1.06,25.80,77.67,Light Work
2025-09-26 13:45:53,17.10,25.27,107,769,2520,1.05,26.18,77.58,Light Work
